"","date","port01","port02","port03","port04","port05","port06","port07","port08","port09","port10","portLS"
"1",1952-07-31,1.02364839340142,1.26135584350591,1.56924010456998,1.33760664147429,1.71261577872402,-0.0214972685316422,0.803668119072386,0.802624369578708,1.75229166323898,0.955093510714556,-0.0685548826868648
"2",1952-08-29,-2.52771003726895,-0.630374996935765,-1.06898694424126,-0.510163453365963,-2.22609318944241,-0.989596962836371,-2.57739036846317,-1.14973210485352,1.65789359237205,2.87405308218751,5.40176311945646
"3",1952-09-30,-2.75654167907789,-2.99863894480517,-1.35875824809651,-0.878992942524482,-2.25342411407773,-2.49601613102374,-3.78761520600492,-3.79135347742336,-1.82474831018144,-0.430976087084499,2.32556559199339
"4",1952-10-31,-1.55151609016118,0.0125949595816333,-0.297385960358507,-1.22134652349826,-1.47598426318382,0.297303610593277,0.218091494556493,-0.0242534220767675,1.02367551547672,0.257102972154641,1.80861906231582
"5",1952-11-28,8.0673605272225,8.56686387155713,7.94772943254392,9.24682588820557,8.81240453820239,4.6584544639065,4.71738609263945,5.97074093874257,6.42621889357207,2.69866930446078,-5.36869122276171
"6",1952-12-31,1.62366101720719,4.70683464215283,1.67769350903484,2.69997344466691,2.65837635150424,2.34563375344014,4.36924895404803,1.53729337805335,4.78587955684188,7.2682042950665,5.64454327785931
"7",1953-01-30,-1.33759878577325,-0.796375907017282,-0.160380685978075,-2.04812646902071,0.917474815336842,-0.875487736764156,-1.99341874047478,-0.211217425995487,0.160080250692253,1.69923037599199,3.03682916176524
"8",1953-02-27,0.282725263020411,-0.120716591260738,-0.696465100954768,-0.167343848210262,-1.1276440247449,-0.522910750704967,0.679473167302069,0.235791657060257,-0.317154900552493,-0.841848502832393,-1.1245737658528
"9",1953-03-31,2.73249325957879,-0.736648959420094,-0.734421925271668,-0.48429085709139,-0.33895819715741,-1.33320194293354,-2.59639186144341,-0.670324809120992,-3.47015308977578,-3.8387902565752,-6.57128351615399
"10",1953-04-30,-3.73822357046884,-3.57589504297361,-3.55106142313068,-1.20712189002843,-3.78001469359829,-2.73094259603688,-3.10064601381266,-2.88191918080351,-1.00232120282413,-2.05004323743265,1.68818033303619
"11",1953-05-29,3.37562418879754,1.89364453126732,0.185140421603551,1.26430016306132,0.232463408450698,0.821815992154847,1.20163559552528,1.28408950638815,0.182024344267689,-0.673398701880275,-4.04902289067781
"12",1953-06-30,-3.51128503052258,-2.87380445121821,-2.9000124654532,-1.58362301162924,-0.213328196211644,-0.278971051643744,-0.841226852838736,-2.47349277506479,-2.13656333992793,-3.08902028019113,0.422264750331449
"13",1953-07-31,3.31407820953265,1.36842267423469,1.40378641140348,3.3069695198074,2.6283676330092,4.20822167923418,3.06699715339904,2.46434795310345,2.55035792704647,1.94483644243109,-1.36924176710156
"14",1953-08-31,-5.57519514890994,-5.34124410660521,-2.84011149966013,-4.20184102651542,-5.43109998162326,-3.44125092085694,-4.20853366474449,-4.31457865469308,-4.24453063367651,-5.67306641124511,-0.0978712623351727
"15",1953-09-30,0.704143501237336,0.658525295151191,1.53359706058624,-0.54713541836743,0.156489521378182,2.32287871179351,0.564584050743412,0.0335859796231756,0.327031658718244,-2.00414782441277,-2.7082913256501
"16",1953-10-30,6.0514581957522,3.58444433708864,3.40773086621165,6.35986287299697,6.09482106360962,6.03141070288126,2.56006731370682,6.33988784877419,3.3261791128351,4.72068714904636,-1.33077104670584
"17",1953-11-30,2.55874660893852,4.15330760357523,2.51226019825711,3.04701175954283,1.69705461970591,5.70243693999239,1.82293572247997,2.54903692138747,4.04889897214934,2.74807160767254,0.189324998734019
"18",1953-12-31,-0.313399555485427,1.73996126555749,0.829231461724814,1.44626574296955,-0.169791764312954,0.572616542228406,-0.991063208631344,-0.237384674190967,-0.0466420212185605,0.377594553032919,0.690994108518347
"19",1954-01-29,1.7056851678523,6.49478760117166,2.9736131790902,4.58466923167971,6.74937996774634,4.3529038530958,5.7852328096865,6.72563092132591,7.93627499639495,6.06043129488517,4.35474612703287
"20",1954-02-26,2.14725063102493,1.84651579947313,2.36038361022693,1.58413767276657,2.09740458557021,2.66062230071638,0.970958930786857,1.25980852559969,-0.360885897926467,-0.778590594508979,-2.92584122553391
"21",1954-03-31,6.47296012239032,5.50767273305546,2.40373073047823,5.58019809578216,3.20275894335759,5.87752103690518,2.77069671129991,2.54387741281045,2.98464347135513,4.03975494972358,-2.43320517266674
"22",1954-04-30,1.22142658158036,5.92613728532897,3.82715072201608,3.52237935426088,6.97981423105851,9.41439641199338,3.09212350734452,2.74666938064992,4.65067326277591,4.3722238434271,3.15079726184674
"23",1954-05-28,6.03178941035066,2.7998706406766,1.135882073993,5.45730751002358,3.79639897773872,0.152985057485481,3.79315701403575,3.85823385468543,1.00315447200967,4.53978343549417,-1.49200597485649
"24",1954-06-30,4.57784136424224,0.748277619839105,0.926384028911773,-2.1260981765055,-1.18212245926224,7.08443133761897,-1.19180613264744,1.93069297285627,3.7356609958719,-0.0873735372288182,-4.66521490147106
"25",1954-07-30,4.72502627976776,7.42032618885467,2.32462732907838,3.9825882228228,5.72157113405266,4.95042575506286,6.04456818487696,4.17818548571389,5.57241539137731,1.78732767732018,-2.93769860244758
"26",1954-08-31,-0.799123340181647,-2.82959632854446,-2.91835575848782,-2.51069619081938,-4.12161116643151,-2.78187793314938,-2.57316599993642,-0.487436554407371,-5.32026766173615,0.270045631411238,1.06916897159288
