"","date","port01","port02","port03","port04","port05","port06","port07","port08","port09","port10","portLS"
"1",1927-01-31,-0.414774509803921,1.30102708333333,5.70372745098039,0.62210625,0.208932,1.52698636363636,2.254232,0.536485714285713,-0.540218,1.268742,1.68351650980392
"2",1927-02-28,3.51725882352941,5.77847916666666,6.35848823529412,8.05142244897959,6.443798,5.03967608695652,5.11262352941177,5.41706734693877,4.799878,4.89191224489796,1.37465342136855
"3",1927-03-31,-6.48720204081633,-4.99608297872341,-3.23397254901961,-4.70015714285714,-2.460514,1.01361086956522,2.680904,-1.03579795918368,-0.359663265306123,0.753952083333332,7.24115412414966
"4",1927-04-30,2.50421730769231,-0.607888461538463,0.161126086956522,-0.608213725490196,-0.259421153846153,0.255001923076922,1.50024705882353,-0.351017307692306,2.55259230769231,3.84332941176471,1.3391121040724
"5",1927-05-31,0.978511538461538,6.08307058823529,6.5623375,4.848644,4.97738431372549,4.85920576923077,11.377368,7.16544230769231,8.28321960784314,9.78979411764706,8.81128257918552
"6",1927-06-30,-4.95395490196078,-2.47880588235294,-1.54383333333333,0.541721568627451,-3.01331764705882,-1.15638653846154,-3.09330408163265,-2.93955384615385,-0.691305769230769,-1.14808461538461,3.80587028657617
"7",1927-07-30,6.61022549019608,4.09541538461538,5.54874716981132,5.020934,5.40847884615384,5.36108431372549,6.94274230769231,4.68864705882353,5.60654339622641,9.17888235294117,2.5686568627451
"8",1927-08-31,1.11957692307692,1.27872549019608,-1.99422075471698,0.696036000000001,1.36876153846154,0.664305882352941,2.68761730769231,1.01402156862745,0.75228679245283,-1.10473653846154,-2.22431346153846
"9",1927-09-30,-1.45592884615385,2.97222745098039,2.69400377358491,4.08386,5.15749038461539,2.65474230769231,2.51811886792453,2.58302307692308,5.24625660377358,4.23902549019608,5.69495433634992
"10",1927-10-31,-7.31892962962963,-4.27967924528302,-4.62589019607843,-3.51349807692308,-2.31370754716981,-3.23405849056604,-3.18510392156863,-1.28596346153846,-4.37586981132075,-4.38624339622642,2.93268623340321
"11",1927-11-30,16.6508,11.6628169811321,6.710575,15.7243173076923,7.22617358490566,9.29286296296296,5.96062115384615,7.44913653846154,7.18274150943396,7.90357924528302,-8.74722075471698
"12",1927-12-31,5.60060384615385,3.98104905660377,1.47597692307692,3.48777358490566,2.71822452830189,1.35247358490566,1.24596,3.89313076923077,4.33167843137255,3.33125471698113,-2.26934912917271
"13",1928-01-31,3.44671886792453,3.03133888888889,3.85894444444444,7.15284716981132,2.6086,0.367803773584906,3.06781346153846,0.671644444444444,1.16249622641509,8.62319056603774,5.17647169811321
"14",1928-02-29,-1.46435094339623,-0.263143396226417,-2.25955925925926,-1.52869245283019,-1.64213773584906,-1.79816153846154,-2.4886679245283,-3.85414074074074,-3.78203018867925,-5.80923333333333,-4.34488238993711
"15",1928-03-31,5.55226538461539,8.05684074074074,5.29082830188679,6.26748076923077,4.05892641509434,6.57100566037736,7.33599814814815,7.05802777777778,8.50839811320755,12.6071288461538,7.05486346153846
"16",1928-04-30,7.13029636363636,9.30319622641509,14.4239037037037,13.0759942307692,6.62935471698113,14.8329245283019,3.39075471698113,3.41547222222222,4.09996470588235,7.57572037037037,0.445424006734005
"17",1928-05-31,13.2125690909091,2.43118518518519,-0.259972222222221,1.31695849056604,3.5265,1.76769433962264,1.70963148148148,2.99505185185185,13.6558811320755,4.74551296296296,-8.46705612794613
"18",1928-06-30,-10.6676055555556,-8.08904444444444,-5.97709807692308,-6.91411764705882,-7.9887358490566,-4.86446037735849,-5.79187307692308,-5.68545185185185,-3.92526603773585,-8.62599811320755,2.04160744234801
"19",1928-07-31,-2.18697090909091,-0.0693666666666659,-1.07247735849057,-0.315245283018868,-0.0711563636363624,-0.255429090909092,1.78499285714286,-0.615532727272728,0.97065,0.762973214285714,2.94994412337662
"20",1928-08-31,3.2290875,2.10104038461538,4.72504727272727,2.76641698113208,5.25015454545455,5.98375925925926,6.94004464285715,10.7101545454545,8.15609642857143,7.95028392857143,4.72119642857143
"21",1928-09-29,3.46334285714286,6.34161538461539,4.13412727272727,2.50749056603774,4.17003090909091,5.4775320754717,4.33219821428571,5.27046,5.78261272727273,8.0387875,4.57544464285714
"22",1928-10-31,-0.331280000000001,-0.762438596491228,1.47736226415094,0.151301818181818,0.431496226415095,0.331738596491229,0.788354385964912,2.51418571428571,4.34760350877193,8.03268035714286,8.36396035714286
"23",1928-11-30,12.2714872727273,16.0135912280702,10.5728830188679,8.44595454545455,10.0822,9.45636,10.9850410714286,10.4573285714286,13.3394375,16.9917684210526,4.72028114832536
"24",1928-12-31,-3.8896962962963,-3.319225,-1.85105,-0.590068518518518,0.00227169811320809,0.0439684210526312,3.11805178571429,0.354514545454545,1.97609464285714,0.102654385964912,3.99235068226121
"25",1929-01-31,2.76977368421053,2.54309827586207,1.94250555555556,2.75408148148148,2.95005087719298,3.30629285714286,5.13523333333333,4.86288596491228,6.36444655172414,3.73347543859649,0.963701754385965
"26",1929-02-28,0.536966071428571,-0.603530357142858,-1.25141698113208,-0.188173584905662,0.632512280701754,0.0435563636363635,1.07580175438597,1.09062631578948,3.41673684210526,2.75973571428571,2.22276964285714
"27",1929-03-28,-6.23685636363636,-4.78895714285714,-1.23089038461539,-3.9886962264151,-3.08572807017544,-3.85400714285714,-1.80011578947368,-2.9850375,-0.210784482758621,-1.744475,4.49238136363636
"28",1929-04-30,-3.77916140350877,1.83730714285714,2.43595555555556,-0.556085714285715,0.746515789473684,1.0566649122807,3.38999824561404,3.98817368421053,2.27723103448276,3.2971,7.07626140350877
